Timestamp,Sync_Error
2026-04-10 00:02:44,5.0
2026-04-10 00:02:45,5.0
2026-04-10 00:02:46,5.0
2026-04-10 00:02:47,5.0
2026-04-10 00:02:48,5.0
2026-04-10 00:02:49,5.0
2026-04-10 00:02:50,5.0
2026-04-10 00:02:51,5.0
2026-04-10 00:02:52,5.0
2026-04-10 00:02:53,5.0
2026-04-10 00:02:54,5.0
2026-04-10 00:02:55,5.0
2026-04-10 00:02:56,5.0
2026-04-10 00:02:57,5.0
2026-04-10 00:02:58,5.0
2026-04-10 00:02:59,5.0
2026-04-10 00:03:00,5.0
2026-04-10 00:03:01,5.0
2026-04-10 00:03:02,5.0
2026-04-10 00:03:03,5.0
2026-04-10 00:03:04,5.0
2026-04-10 00:03:05,5.000000000000007
2026-04-10 00:03:06,5.0
2026-04-10 00:03:07,5.0
2026-04-10 00:03:08,5.0
2026-04-10 00:03:09,5.0
2026-04-10 00:03:10,5.0
2026-04-10 00:03:11,5.0
2026-04-10 00:03:12,5.0
2026-04-10 00:03:13,5.0
2026-04-10 00:03:14,5.0
2026-04-10 00:03:15,5.0
2026-04-10 00:03:16,5.0
2026-04-10 00:03:17,5.0
2026-04-10 00:03:18,5.0
2026-04-10 00:03:19,5.0
2026-04-10 00:03:20,5.0
2026-04-10 00:03:21,5.0
2026-04-10 00:03:22,5.0
2026-04-10 00:03:23,5.0
2026-04-10 00:03:24,5.0
2026-04-10 00:03:25,5.0
2026-04-10 00:03:26,5.0
2026-04-10 00:03:27,5.0
2026-04-10 00:03:28,5.0
2026-04-10 00:03:29,5.0
2026-04-10 00:03:30,5.0
2026-04-10 00:03:31,5.0
2026-04-10 00:03:32,5.0
2026-04-10 00:03:33,5.0
2026-04-10 00:03:34,5.0
2026-04-10 00:03:35,5.0
2026-04-10 00:03:36,5.0
2026-04-10 00:03:37,5.0
2026-04-10 00:03:38,5.0
2026-04-10 00:03:39,5.0
2026-04-10 00:03:40,5.0
2026-04-10 00:03:41,5.0
2026-04-10 00:03:42,5.0
2026-04-10 00:03:43,5.0
2026-04-10 00:03:44,5.0
2026-04-10 00:03:45,5.0
2026-04-10 00:03:46,5.0
2026-04-10 00:03:47,5.0
2026-04-10 00:03:48,5.0
2026-04-10 00:03:49,5.0
2026-04-10 00:03:50,5.0
2026-04-10 00:03:51,5.0
2026-04-10 00:03:52,5.0
2026-04-10 00:03:53,5.0
2026-04-10 00:03:54,5.0
2026-04-10 00:03:55,5.0
2026-04-10 00:03:56,5.0
2026-04-10 00:03:57,5.0
2026-04-10 00:03:58,5.0
2026-04-10 00:03:59,5.0
2026-04-10 00:04:00,5.0
2026-04-10 00:04:01,5.0
2026-04-10 00:04:02,5.0
2026-04-10 00:04:03,5.0
2026-04-10 00:04:04,5.0
2026-04-10 00:04:05,5.0
2026-04-10 00:04:06,5.0
2026-04-10 00:04:07,5.0
2026-04-10 00:04:08,5.0
2026-04-10 00:04:09,5.0
2026-04-10 00:04:10,5.0
2026-04-10 00:04:11,5.0
2026-04-10 00:04:12,5.0
2026-04-10 00:04:13,5.0
2026-04-10 00:04:14,5.0
2026-04-10 00:04:15,5.0
2026-04-10 00:04:16,5.0
2026-04-10 00:04:17,5.0
2026-04-10 00:04:18,5.0
2026-04-10 00:04:19,5.0
2026-04-10 00:04:20,5.0
2026-04-10 00:04:21,5.0
2026-04-10 00:04:22,5.0
2026-04-10 00:04:23,5.0
2026-04-10 00:04:24,5.0
2026-04-10 00:04:25,5.0
2026-04-10 00:04:26,5.0
2026-04-10 00:04:27,5.0
2026-04-10 00:04:28,5.0
2026-04-10 00:04:29,5.0
2026-04-10 00:04:30,5.0
2026-04-10 00:04:31,5.0
2026-04-10 00:04:32,5.0
2026-04-10 00:04:33,5.0
2026-04-10 00:04:34,5.0
2026-04-10 00:04:35,5.0
2026-04-10 00:04:36,5.0
2026-04-10 00:04:37,5.0
2026-04-10 00:04:38,5.0
2026-04-10 00:04:39,5.0
2026-04-10 00:04:40,5.0
2026-04-10 00:04:41,5.0
2026-04-10 00:04:42,5.0
2026-04-10 00:04:43,5.0
2026-04-10 00:04:44,5.0
2026-04-10 00:04:45,5.0
2026-04-10 00:04:46,5.0
2026-04-10 00:04:47,5.0
2026-04-10 00:04:48,5.0
2026-04-10 00:04:49,5.0
2026-04-10 00:04:50,5.0
2026-04-10 00:04:51,5.0
2026-04-10 00:04:52,5.0
2026-04-10 00:04:53,5.0
2026-04-10 00:04:54,5.0
2026-04-10 00:04:55,5.0
2026-04-10 00:04:56,5.0
2026-04-10 00:04:57,5.0
2026-04-10 00:04:58,5.0
2026-04-10 00:04:59,5.0
2026-04-10 00:05:00,5.0
2026-04-10 00:05:01,5.0
2026-04-10 00:05:02,5.0
2026-04-10 00:05:03,5.0
2026-04-10 00:05:04,5.0
2026-04-10 00:05:05,5.0
2026-04-10 00:05:06,5.0
2026-04-10 00:05:07,5.0
2026-04-10 00:05:08,5.0
2026-04-10 00:05:09,5.0
2026-04-10 00:05:10,5.0
2026-04-10 00:05:11,5.0
2026-04-10 00:05:12,5.0
2026-04-10 00:05:13,5.0
2026-04-10 00:05:14,5.0
2026-04-10 00:05:15,5.0
2026-04-10 00:05:16,5.0
2026-04-10 00:05:17,5.0
2026-04-10 00:05:18,5.0
2026-04-10 00:05:19,5.0
2026-04-10 00:05:20,5.0
2026-04-10 00:05:21,5.0
2026-04-10 00:05:22,5.0
2026-04-10 00:05:23,5.0
2026-04-10 00:05:24,5.0
2026-04-10 00:05:25,5.0
2026-04-10 00:05:26,5.0
2026-04-10 00:05:27,5.0
2026-04-10 00:05:28,5.0
2026-04-10 00:05:29,5.0
2026-04-10 00:05:30,5.0
2026-04-10 00:05:31,5.0
2026-04-10 00:05:32,5.0
2026-04-10 00:05:33,5.0
2026-04-10 00:05:34,5.0
2026-04-10 00:05:35,5.0
2026-04-10 00:05:36,5.0
2026-04-10 00:05:37,5.0
2026-04-10 00:05:38,5.0
2026-04-10 00:05:39,5.0
2026-04-10 00:05:40,5.0
2026-04-10 00:05:41,5.0
2026-04-10 00:05:42,5.0
2026-04-10 00:05:43,5.0
2026-04-10 00:05:44,5.0
2026-04-10 00:05:45,5.0
2026-04-10 00:05:46,5.0
2026-04-10 00:05:47,5.0
2026-04-10 00:05:48,5.0
2026-04-10 00:05:49,5.0
2026-04-10 00:05:50,5.0
2026-04-10 00:05:51,5.0
2026-04-10 00:05:52,5.0
2026-04-10 00:05:53,5.0
2026-04-10 00:05:54,5.0
2026-04-10 00:05:55,5.0
2026-04-10 00:05:56,5.0
2026-04-10 00:05:57,5.0
2026-04-10 00:05:58,5.0
2026-04-10 00:05:59,5.0
2026-04-10 00:06:00,5.0
2026-04-10 00:06:01,5.0
2026-04-10 00:06:02,5.0
2026-04-10 00:06:03,5.0
2026-04-10 00:06:04,5.0
2026-04-10 00:06:05,5.0
2026-04-10 00:06:06,5.0
2026-04-10 00:06:07,5.0
2026-04-10 00:06:08,5.0
2026-04-10 00:06:09,5.0
2026-04-10 00:06:10,5.0
2026-04-10 00:06:11,5.0
2026-04-10 00:06:12,5.0
2026-04-10 00:06:13,5.0
2026-04-10 00:06:14,5.0
2026-04-10 00:06:15,5.0
2026-04-10 00:06:16,5.0
2026-04-10 00:06:17,4.999999999999993
2026-04-10 00:06:18,5.0
2026-04-10 00:06:19,5.0
2026-04-10 00:06:20,5.0
2026-04-10 00:06:21,5.0
2026-04-10 00:06:22,5.0
2026-04-10 00:06:23,5.0
2026-04-10 00:06:24,5.0
2026-04-10 00:06:25,5.0
2026-04-10 00:06:26,5.0
2026-04-10 00:06:27,5.0
2026-04-10 00:06:28,5.0
2026-04-10 00:06:29,5.0
2026-04-10 00:06:30,5.0
2026-04-10 00:06:31,5.0
2026-04-10 00:06:32,5.0
2026-04-10 00:06:33,5.0
2026-04-10 00:06:34,5.0
2026-04-10 00:06:35,5.0
2026-04-10 00:06:36,5.0
2026-04-10 00:06:37,5.0
2026-04-10 00:06:38,5.0
2026-04-10 00:06:39,5.0
2026-04-10 00:06:40,5.0
2026-04-10 00:06:41,5.0
2026-04-10 00:06:42,5.0
2026-04-10 00:06:43,5.0
2026-04-10 00:06:44,5.0
2026-04-10 00:06:45,5.0
2026-04-10 00:06:46,5.0
2026-04-10 00:06:47,5.0
2026-04-10 00:06:48,5.0
2026-04-10 00:06:49,5.0
2026-04-10 00:06:50,5.0
2026-04-10 00:06:51,5.0
2026-04-10 00:06:52,5.0
2026-04-10 00:06:53,5.0
2026-04-10 00:06:54,5.0
2026-04-10 00:06:55,5.0
2026-04-10 00:06:56,5.0
2026-04-10 00:06:57,5.0
2026-04-10 00:06:58,5.0
2026-04-10 00:06:59,5.0
2026-04-10 00:07:00,5.0
2026-04-10 00:07:01,5.0
2026-04-10 00:07:02,5.0
2026-04-10 00:07:03,5.0
2026-04-10 00:07:04,5.0
2026-04-10 00:07:05,5.0
2026-04-10 00:07:06,5.0
2026-04-10 00:07:07,5.0
2026-04-10 00:07:08,5.0
2026-04-10 00:07:09,5.0
2026-04-10 00:07:10,5.0
2026-04-10 00:07:11,5.0
2026-04-10 00:07:12,5.0
2026-04-10 00:07:13,5.0
2026-04-10 00:07:14,5.0
2026-04-10 00:07:15,5.0
2026-04-10 00:07:16,5.0
2026-04-10 00:07:17,5.0
2026-04-10 00:07:18,5.0
2026-04-10 00:07:19,5.0
2026-04-10 00:07:20,5.0
2026-04-10 00:07:21,5.0
2026-04-10 00:07:22,5.0
2026-04-10 00:07:23,5.0
2026-04-10 00:07:24,5.0
2026-04-10 00:07:25,5.0
2026-04-10 00:07:26,5.0
2026-04-10 00:07:27,5.0
2026-04-10 00:07:28,5.0
2026-04-10 00:07:29,5.0
2026-04-10 00:07:30,5.0
2026-04-10 00:07:31,5.0
2026-04-10 00:07:32,5.0
2026-04-10 00:07:33,5.0
2026-04-10 00:07:34,5.0
2026-04-10 00:07:35,5.0
2026-04-10 00:07:36,5.0
2026-04-10 00:07:37,5.0
2026-04-10 00:07:38,5.0
2026-04-10 00:07:39,5.0
2026-04-10 00:07:40,5.0
2026-04-10 00:07:41,5.0
2026-04-10 00:07:42,5.0
2026-04-10 00:07:43,5.0
2026-04-10 00:07:44,5.0
2026-04-10 00:07:45,5.0
2026-04-10 00:07:46,5.0
2026-04-10 00:07:47,5.0
2026-04-10 00:07:48,5.0
2026-04-10 00:07:49,5.0
2026-04-10 00:07:50,5.0
2026-04-10 00:07:51,5.0
2026-04-10 00:07:52,5.0
2026-04-10 00:07:53,5.0
2026-04-10 00:07:54,5.0
2026-04-10 00:07:55,5.0
2026-04-10 00:07:56,5.0
2026-04-10 00:07:57,5.0
2026-04-10 00:07:58,5.0
2026-04-10 00:07:59,5.0
2026-04-10 00:08:00,5.0
2026-04-10 00:08:01,5.0
2026-04-10 00:08:02,5.0
2026-04-10 00:08:03,5.0
2026-04-10 00:08:04,5.0
2026-04-10 00:08:05,5.0
2026-04-10 00:08:06,5.0
2026-04-10 00:08:07,5.0
2026-04-10 00:08:08,5.0
2026-04-10 00:08:09,5.0
2026-04-10 00:08:10,5.0
2026-04-10 00:08:11,5.0
2026-04-10 00:08:12,5.0
2026-04-10 00:08:13,5.0
2026-04-10 00:08:14,5.0
2026-04-10 00:08:15,5.0
2026-04-10 00:08:16,5.0
2026-04-10 00:08:17,5.0
2026-04-10 00:08:18,5.0
2026-04-10 00:08:19,5.0
2026-04-10 00:08:20,5.0
2026-04-10 00:08:21,5.0
2026-04-10 00:08:22,5.0
2026-04-10 00:08:23,5.0
2026-04-10 00:08:24,5.0
2026-04-10 00:08:25,5.0
2026-04-10 00:08:26,5.0
2026-04-10 00:08:27,5.0
2026-04-10 00:08:28,5.0
2026-04-10 00:08:29,5.0
2026-04-10 00:08:30,5.0
2026-04-10 00:08:31,5.0
2026-04-10 00:08:32,5.0
2026-04-10 00:08:33,5.0
2026-04-10 00:08:34,5.0
2026-04-10 00:08:35,5.0
2026-04-10 00:08:36,5.0
2026-04-10 00:08:37,5.0
2026-04-10 00:08:38,5.0
2026-04-10 00:08:39,5.0
2026-04-10 00:08:40,5.0
2026-04-10 00:08:41,5.0
2026-04-10 00:08:42,5.0
2026-04-10 00:08:43,5.0
2026-04-10 00:08:44,5.0
2026-04-10 00:08:45,5.0
2026-04-10 00:08:46,5.0
2026-04-10 00:08:47,5.0
2026-04-10 00:08:48,5.0
2026-04-10 00:08:49,5.0
2026-04-10 00:08:50,5.0
2026-04-10 00:08:51,5.0
2026-04-10 00:08:52,5.0
2026-04-10 00:08:53,5.0
2026-04-10 00:08:54,5.0
2026-04-10 00:08:55,5.0
2026-04-10 00:08:56,5.0
2026-04-10 00:08:57,5.0
2026-04-10 00:08:58,5.0
2026-04-10 00:08:59,5.0
2026-04-10 00:09:00,5.0
2026-04-10 00:09:01,5.0
2026-04-10 00:09:02,5.0
2026-04-10 00:09:03,5.0
2026-04-10 00:09:04,5.0
2026-04-10 00:09:05,5.0
2026-04-10 00:09:06,5.0
2026-04-10 00:09:07,5.0
2026-04-10 00:09:08,5.0
2026-04-10 00:09:09,5.0
2026-04-10 00:09:10,5.0
2026-04-10 00:09:11,5.0
2026-04-10 00:09:12,5.0
2026-04-10 00:09:13,5.0
2026-04-10 00:09:14,5.0
2026-04-10 00:09:15,5.0
2026-04-10 00:09:16,5.0
2026-04-10 00:09:17,5.0
2026-04-10 00:09:18,5.0
2026-04-10 00:09:19,5.0
2026-04-10 00:09:20,5.0
2026-04-10 00:09:21,5.0
2026-04-10 00:09:22,5.0
2026-04-10 00:09:23,5.0
2026-04-10 00:09:24,5.0
2026-04-10 00:09:25,5.0
2026-04-10 00:09:26,5.0
2026-04-10 00:09:27,5.0
2026-04-10 00:09:28,5.0
2026-04-10 00:09:29,5.0
2026-04-10 00:09:30,5.0
2026-04-10 00:09:31,5.0
2026-04-10 00:09:32,5.0
2026-04-10 00:09:33,5.0
2026-04-10 00:09:34,5.0
2026-04-10 00:09:35,5.0
2026-04-10 00:09:36,5.0
2026-04-10 00:09:37,5.0
2026-04-10 00:09:38,5.0
2026-04-10 00:09:39,5.0
2026-04-10 00:09:40,5.0
2026-04-10 00:09:41,5.0
2026-04-10 00:09:42,5.0
2026-04-10 00:09:43,5.0
2026-04-10 00:09:44,5.0
2026-04-10 00:09:45,5.0
2026-04-10 00:09:46,5.0
2026-04-10 00:09:47,5.0
2026-04-10 00:09:48,5.0
2026-04-10 00:09:49,5.0
2026-04-10 00:09:50,5.0
2026-04-10 00:09:51,5.0
2026-04-10 00:09:52,5.0
2026-04-10 00:09:53,5.0
2026-04-10 00:09:54,5.0
2026-04-10 00:09:55,5.0
2026-04-10 00:09:56,5.0
2026-04-10 00:09:57,5.0
2026-04-10 00:09:58,5.0
2026-04-10 00:09:59,5.0
2026-04-10 00:10:00,5.0
2026-04-10 00:10:01,5.0
2026-04-10 00:10:02,5.0
2026-04-10 00:10:03,5.0
2026-04-10 00:10:04,5.0
2026-04-10 00:10:05,5.0
2026-04-10 00:10:06,5.0
2026-04-10 00:10:07,5.0
2026-04-10 00:10:08,5.0
2026-04-10 00:10:09,5.0
2026-04-10 00:10:10,5.0
2026-04-10 00:10:11,5.0
2026-04-10 00:10:12,5.0
2026-04-10 00:10:13,5.0
2026-04-10 00:10:14,5.0
2026-04-10 00:10:15,5.0
2026-04-10 00:10:16,5.0
2026-04-10 00:10:17,5.0
2026-04-10 00:10:18,5.0
2026-04-10 00:10:19,5.0
2026-04-10 00:10:20,5.0
2026-04-10 00:10:21,5.0
2026-04-10 00:10:22,5.0
2026-04-10 00:10:23,5.0
2026-04-10 00:10:24,5.0
2026-04-10 00:10:25,5.0
2026-04-10 00:10:26,5.0
2026-04-10 00:10:27,5.0
2026-04-10 00:10:28,5.0
2026-04-10 00:10:29,5.0
2026-04-10 00:10:30,5.0
2026-04-10 00:10:31,5.0
2026-04-10 00:10:32,5.0
2026-04-10 00:10:33,5.0
2026-04-10 00:10:34,5.0
2026-04-10 00:10:35,5.0
2026-04-10 00:10:36,5.0
2026-04-10 00:10:37,5.0
2026-04-10 00:10:38,5.0
2026-04-10 00:10:39,5.0
2026-04-10 00:10:40,5.0
2026-04-10 00:10:41,5.0
2026-04-10 00:10:42,5.0
2026-04-10 00:10:43,5.0
2026-04-10 00:10:44,5.0
2026-04-10 00:10:45,5.0
2026-04-10 00:10:46,5.0
2026-04-10 00:10:47,5.0
2026-04-10 00:10:48,5.0
2026-04-10 00:10:49,5.0
2026-04-10 00:10:50,5.0
2026-04-10 00:10:51,5.0
2026-04-10 00:10:52,5.0
2026-04-10 00:10:53,5.0
2026-04-10 00:10:54,5.0
2026-04-10 00:10:55,5.0
2026-04-10 00:10:56,5.0
2026-04-10 00:10:57,5.0
2026-04-10 00:10:58,5.0
2026-04-10 00:10:59,5.0
2026-04-10 00:11:00,5.0
2026-04-10 00:11:01,5.0
2026-04-10 00:11:02,5.0
2026-04-10 00:11:03,5.0
2026-04-10 00:11:04,5.0
2026-04-10 00:11:05,5.0
2026-04-10 00:11:06,5.0
2026-04-10 00:11:07,5.0
2026-04-10 00:11:08,5.0
2026-04-10 00:11:09,5.0
2026-04-10 00:11:10,5.0
2026-04-10 00:11:11,5.0
2026-04-10 00:11:12,5.0
2026-04-10 00:11:13,5.0
2026-04-10 00:11:14,5.0
2026-04-10 00:11:15,5.0
2026-04-10 00:11:16,5.0
2026-04-10 00:11:17,5.0
2026-04-10 00:11:18,5.0
2026-04-10 00:11:19,5.0
2026-04-10 00:11:20,5.0
2026-04-10 00:11:21,5.0
2026-04-10 00:11:22,5.0
2026-04-10 00:11:23,5.0
2026-04-10 00:11:24,5.0
2026-04-10 00:11:25,5.0
2026-04-10 00:11:26,5.0
2026-04-10 00:11:27,5.0
2026-04-10 00:11:28,5.0
2026-04-10 00:11:29,5.0
2026-04-10 00:11:30,5.0
2026-04-10 00:11:31,5.0
2026-04-10 00:11:32,5.0
2026-04-10 00:11:33,5.0
2026-04-10 00:11:34,5.0
2026-04-10 00:11:35,5.0
2026-04-10 00:11:36,5.0
2026-04-10 00:11:37,5.0
2026-04-10 00:11:38,5.0
2026-04-10 00:11:39,5.0
2026-04-10 00:11:40,5.0
2026-04-10 00:11:41,5.0
2026-04-10 00:11:42,5.0
2026-04-10 00:11:43,5.0
2026-04-10 00:11:44,5.0
2026-04-10 00:11:45,5.0
2026-04-10 00:11:46,5.0
2026-04-10 00:11:47,5.0
2026-04-10 00:11:48,5.0
2026-04-10 00:11:49,5.0
2026-04-10 00:11:50,5.0
2026-04-10 00:11:51,5.0
2026-04-10 00:11:52,5.0
2026-04-10 00:11:53,5.0
2026-04-10 00:11:54,5.0
2026-04-10 00:11:55,5.0
2026-04-10 00:11:56,5.0
2026-04-10 00:11:57,5.0
2026-04-10 00:11:58,5.0
2026-04-10 00:11:59,5.0
2026-04-10 00:12:00,5.0
2026-04-10 00:12:01,5.0
2026-04-10 00:12:02,5.0
2026-04-10 00:12:03,5.0
2026-04-10 00:12:04,5.0
2026-04-10 00:12:05,5.0
2026-04-10 00:12:06,5.0
2026-04-10 00:12:07,5.0
2026-04-10 00:12:08,5.0
2026-04-10 00:12:09,5.0
2026-04-10 00:12:10,5.0
2026-04-10 00:12:11,5.0
2026-04-10 00:12:12,5.0
2026-04-10 00:12:13,5.0
2026-04-10 00:12:14,5.0
2026-04-10 00:12:15,5.0
2026-04-10 00:12:16,5.0
2026-04-10 00:12:17,5.0
2026-04-10 00:12:18,5.0
2026-04-10 00:12:19,5.0
2026-04-10 00:12:20,5.0
2026-04-10 00:12:21,5.0
2026-04-10 00:12:22,5.0
2026-04-10 00:12:23,5.0
2026-04-10 00:12:24,5.0
2026-04-10 00:12:25,5.0
2026-04-10 00:12:26,5.0
2026-04-10 00:12:27,5.0
2026-04-10 00:12:28,5.0
2026-04-10 00:12:29,5.0
2026-04-10 00:12:30,5.0
2026-04-10 00:12:31,5.0
2026-04-10 00:12:32,5.0
2026-04-10 00:12:33,5.0
2026-04-10 00:12:34,5.0
2026-04-10 00:12:35,5.0
2026-04-10 00:12:36,5.0
2026-04-10 00:12:37,5.0
2026-04-10 00:12:38,5.0
2026-04-10 00:12:39,5.0
2026-04-10 00:12:40,5.0
2026-04-10 00:12:41,5.0
2026-04-10 00:12:42,5.0
2026-04-10 00:12:43,5.0
2026-04-10 00:12:44,5.0
2026-04-10 00:12:45,5.0
2026-04-10 00:12:46,5.0
2026-04-10 00:12:47,5.0
2026-04-10 00:12:48,5.0
2026-04-10 00:12:49,5.0
2026-04-10 00:12:50,5.0
2026-04-10 00:12:51,5.0
2026-04-10 00:12:52,5.0
2026-04-10 00:12:53,5.0
2026-04-10 00:12:54,5.0
2026-04-10 00:12:55,5.0
2026-04-10 00:12:56,5.0
2026-04-10 00:12:57,5.0
2026-04-10 00:12:58,5.0
2026-04-10 00:12:59,5.0
2026-04-10 00:13:00,5.0
2026-04-10 00:13:01,5.0
2026-04-10 00:13:02,5.0
2026-04-10 00:13:03,5.0
2026-04-10 00:13:04,5.0
2026-04-10 00:13:05,5.0
2026-04-10 00:13:06,5.0
2026-04-10 00:13:07,5.0
2026-04-10 00:13:08,5.0
2026-04-10 00:13:09,5.0
2026-04-10 00:13:10,5.0
2026-04-10 00:13:11,5.0
2026-04-10 00:13:12,5.0
2026-04-10 00:13:13,5.0
2026-04-10 00:13:14,5.0
2026-04-10 00:13:15,5.0
2026-04-10 00:13:16,5.0
2026-04-10 00:13:17,5.0
2026-04-10 00:13:18,5.0
2026-04-10 00:13:19,5.0
2026-04-10 00:13:20,5.0
2026-04-10 00:13:21,5.0
2026-04-10 00:13:22,5.0
2026-04-10 00:13:23,5.0
2026-04-10 00:13:24,5.0
2026-04-10 00:13:25,5.0
2026-04-10 00:13:26,5.0
2026-04-10 00:13:27,5.0
2026-04-10 00:13:28,5.0
2026-04-10 00:13:29,5.0
2026-04-10 00:13:30,5.0
2026-04-10 00:13:31,5.0
2026-04-10 00:13:32,5.0
2026-04-10 00:13:33,5.0
2026-04-10 00:13:34,5.0
2026-04-10 00:13:35,5.0
2026-04-10 00:13:36,5.0
2026-04-10 00:13:37,5.0
2026-04-10 00:13:38,5.0
2026-04-10 00:13:39,5.0
2026-04-10 00:13:40,5.0
2026-04-10 00:13:41,5.0
2026-04-10 00:13:42,5.0
2026-04-10 00:13:43,5.0
2026-04-10 00:13:44,5.0
2026-04-10 00:13:45,5.0
2026-04-10 00:13:46,5.0
2026-04-10 00:13:47,5.0
2026-04-10 00:13:48,5.0
2026-04-10 00:13:49,5.0
